market,model_filter,year_filter,detected_generation,year_applicability_status,vid,raw_text,vehicle_url,source_file
Australia (RHD),,,Y62,applies,189494,SAFARI | WAGON 2 ROW | VK56VD | UPPER | Australia (RHD) | Y62 | 11.2012 | 07.2013 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEKPi8yC29HWm5-TW8vPlJGZmF_DgEMDR8wA0tNfmp2cnBzNiENZ0lNSXhud2YgPTcKA21-fnhsdR8ZGlx5RR1dWBwGQTRRCWYMbXduHBBBTUFnb3UKDm96Hk1PUQtmf2h8GxIcQ1ssbWluemobEhxDWiwPeGodZRUeHggbUQIZHG95a39xQ0NTGlRNHQIZHGVXXVEUGRxaXk8cBkFdXxgbU01RXRwGQU0yahtDAAAAACkYIUM%3D%24&vid=189494&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),SAFARI,1989,Y60,applies,201345,SAFARI | HIGH ROOF WAGON | TB42S | STD | General/Asia (LHD) | Y60 | 08.1989 | 10.1991 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwECNicsUW54ZWVcBEUtLlpObml3BgkEBRc4C0NFdmJ-enh7PikFb0FFQXBmf24oNT8CC2V2dnBkfRcRElRxTRVVUBQOSTxZAW5-YBIdFhZbOC9yBQRkEh0WFlo4KGR1FBsQEwJrJDNZHBEUAm93AxZFR1kGbgVnEh0WFl44PHV_FBsQEw5rO0g3EmwaFxJYQhZTR1lgcGR2fRMaFEsKCBILFhVpBwYWRUdZVVdAFQoRAgdFR1ldQ19TEgsWFi4rWU0AAAAAbu7ZgQ%3D%3D%24&vid=201345&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1989,Y60,applies,201363,SAFARI | HIGH ROOF WAGON | TD42 | STD | General/Asia (LHD) | Y60 | 08.1989 | 10.1991 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEANCUSBWx9W1BrU0AhNFhMbGt1BAsGBxU6CUFHdGB8eHp5PCsHbUNHQ3JkfWwqNz0ACWd0dHJmfxUTEFZzTxdXUhYMSz5bA2x8YhAfFBRZOi12BwYXHhMWBTQ2LXYRGBUQB2t7P0dVEhEBanQGFhpLR09tAGQXHhMWATQiPHwRGBUQC2tkRClbbx8UF1tHFgxLRylzYXV4EB8UFAYWWwgTFmwEAxYaS0ccVEUWDxIHABpLRxRAWlAXCBMWcSdHBAAAAAA7JaCp%24&vid=201363&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1989,Y60,applies,214019,SAFARI | WAGON | TD42 | STD | General/Asia (LHD) | Y60 | 08.1989 | 10.1991 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEnEwI0f1x_YHBSUmAWdn9rS0xSIywhIDIdLmZgU0dbX11eGwwgSmRgZFVDWksNEBonLkBTU1VBWDI0N3FUaDBwdTErbBl8JEtEMDk0MSMTFhohJjE-NTYgTh8WGjc4MzAhS15Fbm5-NyFMVCA2PzFudAEmRDE-NTYkTgsHEDc4MzAtS0E-AGADOTQxe2E2KTFuEh9HVV4wOTQxfD9gZDU2SiQlNj8xbic4YzYpMiEmPzFuLyx8cDEoNTZUXW4_AAAAAHc38ZI%3D%24&vid=214019&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1990,Y60,applies,213974,SAFARI | WAGON | TD42 | DX | General/Asia (LHD) | Y60 | 09.1990 | 10.1991 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEdKTgUSXdia2JDTFIMPUVRcXZoGRYbGggnFFxaaX1hZWdkITYacF5aXm95YHE3KiAdFHppaW97YggODUtuUgpKTwsRViNGHnF-CgMOCxkpLCAbHAsEDwwadDIgRgMOCxxwY30JWlhGGnFvHQ0CCQlAJ1F_DAUIDRl2ZjNaSA8MEXd9AW8JK1REDUddChUOC3s3KiViDAUIDUNaCUxYRnYYGQoDDgtOEA5GFQ4dHQMOC0YEEQANFAkKaGILVgAAAAACftW9%24&vid=213974&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1990,Y60,applies,213977,SAFARI | WAGON | TD42 | DX | General/Asia (LHD) | Y60 | 09.1990 | 10.1991 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFEcGFKHAQJRR0EHhppGRwIKC8xQE9CQ1F-TQUDMCQ4PD49eG9DKQcDBzYgOShuc3lETSMwMDYiO1FXVBI3C1MTFlJID3ofRygnU1pXUkBwdXlCRVJdVlVDLWt5H1pXUkUpOiRQAwEfQyg2RFRbUFAZfgQmVVxRVEAvP2oDEVZVSC4kWCNQcg0dVB4EU0xXUiJuc3w7VVxRVBoDUBUBHy9BQFNaV1IXSVcfTFdER1pXUh9dSFlUTVBTMTtSDwAAAAAWb87f%24&vid=213977&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201359,SAFARI | HIGH ROOF WAGON | TD42 | STD | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH6zt_NnpGG-K-NrP_H3qK2lpGP_vH8_e_A87u9jpqGgoCDxtH9l7m9uYieh5bQzcf6852Ojoiche_p6qyJte2tqOz2scSh-ZaGmOrl7u6jwNeM_fzt5Ons_87M14zr4u_q_ZGBxb2v6Ov7kI787OCxvbWX-P6f6uXu7qbAxI2H7OPo6_aTw7DQ6pTi7-qguu6rv6GYiJyOhevi7LPy8Orz7u2R__7uvb-hra-47fLp-P-9v6Glu6er6vPu7tbTobUAAAAAVfr9TQ%3D%3D%24&vid=201359&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201347,SAFARI | HIGH ROOF WAGON | TB42S | STD | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGIvK2-09bt3PTuiujOmtDE5OP9jIOOj52ygcnP_Oj08PLxtKOP5cvPy_rs9eSiv7WIge_8_Pru952bmN77x5_f2p6Ew7bTi-T06piXnJzRsqX4j47umJecnNCyou7_npGamYjhrrnTlpueiOX9iZzPzdOM5IrtmJecnNSytv_1npGamYThscK3mOaQnZjSyJzZzdPq-u7895mQnsGAgpiBnJ_jjYycz83T393Kn4CbiorPzdPXydXZmIGcnKSh08cAAAAAI7vVTw%3D%3D%24&vid=201347&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201349,SAFARI | HIGH ROOF WAGON | TD42 | DX | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGrn46ow9zu9t3v9ejx_vPnx8Der6CtrL6Rours38vX09HSl4Csxujs6NnP1seBnJaroszf39nN1L64u_3Y5Lz8-b2n4JXwqMfXybu0v7_ykYbdrK28tbi9rp-Kiru0v7ytx9LJ4uLyu63A2Ky6s73i-I2oqM-8tbi9qp-Jl9e6s767oMDP74jwxLS_vPDsvafg7ILYyt7Tu7S_v6298KO4vcevqL2x4Oy3_-69pLmtrbHg7L_r8fu8o7i92ozsrwAAAABj7XEs%24&vid=201349&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,202164,SAFARI | HARDTOP | TB42S | SGL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGlkYCYxPHE4v_x-diJ8P3pyc7Qoa6jorCfrOTi0cXZ3d_cmY6iyObi5tfB2MmPkpilrMLR0dfD2rC2tfPW6rLy97Op7pv-psnasru2s6GRlJ6jpMKyu7azoJGTm9u0vbC1os7emuLwt7Skz9Gjs7_u4urIo8Gyu7azpJGNmbW6sbKvycO8iOKBu7az-eO0q7PskJ3F19yyu7az_r3i5re0yKantL2z7KW64bSrsKKmvbPsra7-8rOqt7TW3-y9AAAAALxtMaM%3D%24&vid=202164&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201324,SAFARI | HIGH ROOF VAN | TD42 | STD | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF_S1pPLA4iJHQVLxFVXyczExQKe3R5eGpFdj44Cx8DBwUGQ1R4Ejw4PA0bAhNVSEJ_dhgLCw0ZAGpsbykMMGgoLWlzNEEkfBMDHG9ga2smRVIJeHloYWxpektJUgluZ2pveBQEQDgqbW5-FQt5aWU0ODASfxtoYWxpfktdQwNuZ2pvdBQbO1YkEGBraCQ4aXM0OFYMHgoHb2Bra3lpJHdsaRN7fGllNDhjKzppcG17e2U0OGs_JS9od2xpDlg4ewAAAADaR7-l%24&vid=201324&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201364,SAFARI | HIGH ROOF WAGON | TD42 | STD | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGlkYCYo8Dcwd3B4sGakf3pyc7Qoa6jorCfrOTi0cXZ3d_cmY6iyObi5tfB2MmPkpilrMLR0dfD2rC2tfPW6rLy97Op7pv-psnZx7W6sbH8n4jToqOyu7azoJGTiNO0vbC1os7emuLwt7Skz9Gjs7_u4urIoMGyu7azpJGHmdm0vbC1rs7B4Yb-yrqxsv7is6nu4ozWxNDdtbqxsaOz_q22s8mhprO_7uK58eCzqregpL_u4rHl__Wyrbaz1ILioQAAAAAfygWC%24&vid=201364&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201329,SAFARI | HIGH ROOF WAGON | TB42S | DX | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEuGgskW1lrSyx1S0t3EnZiQkVbKiUoKTsUJ29pWk5SVlRXEgUpQ21pbVxKU0IEGRMuJ0laWlxIUTs9PnhdYTl5fDgiZRB1LUJSTD4xOjp3FANeKShIPjE6OnYUE0Q_Njs-KUVVEWl7PD8vRFooODRlaWFDLCpLPjE6OnIUEFlTODc8PyJHF2QRPkA2Oz50bjp_a3VMXEhaUT82OGcmJD4nOjlFKyo6aWt1eXtsOSY9LC5pa3Vxb3N_Pic6OgIHdWEAAAAAhN4DVQ%3D%3D%24&vid=201329&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213714,SAFARI | WAGON | TB42S | GL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGrn46_46Cr2tvJ8_mqi_Pnx8Der6CtrL6Rours38vX09HSl4Csxujs6NnP1seBnJaroszf39nN1L64u_3Y5Lz8-b2n4JXwqMfIvLW4va-fmpCtqsy8tbi9rp-Jnru0v7ytx9LJ4uLyu63A2Ky6s73i-I2gyL2yubqowo2L8LW4vabGyrDb4pP-ubr26ruiv7-Qj4DY1b2yubry7uL08rvBqa67tL-_paiku6K_q6y0v7-tvLv9uqW-u9_Tv70AAAAAmvqXdA%3D%3D%24&vid=213714&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,209294,SAFARI | PICKUP | TB42S | SGL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGhlYTr0dSk-f7CoPb4ifntzcrUpaqnprSbqODm1cHd2dvYnYqmzOLm4tPF3M2LlpyhqMbV1dPH3rSysffS7rb287et6p_6os3Btr-yt6WVkJqnoMa2v7K3pJWXn9-wubSxpsranub0s7Cgy9Wnt7vq5u7MoMW2v7K3oJWJnbG-tbarzce4huaFv7K3_eewr7folJnB09i2v7K3-rnm4rOwzKKjsLm36KG-5bCvtKSjubfoqar69reus7DS2-i5AAAAAJA2PAs%3D%24&vid=209294&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,214006,SAFARI | WAGON | TD42 | SGL | General/Asia (LHD) | Y60 | 10.1991 | 09.1994 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFAdGUUFThHJjEaRg8aZBgMLCs1REtGR1V6SQEHNCA8ODo5fGtHLQMHAzIkPSxqd31ASSc0NDImP1VTUBYzD1cXElZMC34bQywjV15TVkR0cX1GQVZZUlFHKXhidVBfVFdGLDkiCQkZUEYrM0dRWFYJE2ZLI1ZZUlFDKWZgG15TVk0tIVswCXgVUlEdAVBJVFR7ZGszPlZZUlEZBQkfGVAqQkVQX1RUTkNPUElUQ0NfVFRGV1AWUU5VUDQ4VFYAAAAA9Onq9w%3D%3D%24&vid=214006&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,202162,SAFARI | HARDTOP | TB42S | SGL | General/Asia (LHD) | Y60 | 10.1991 | 07.1995 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH8yNnGnqaAuIesu4btqaSwkJeJ-Pf6--nG9b27iJyAhIaFwNf7kb-7v46YgZDWy8H89ZuIiI6ag-nv7KqPs-urrurwt8Kn_5CD6-Lv6vjIzcf6_Zvr4u_q-cjKwoLt5Ons-5eLw7up7u39loj76ua3u7OR-pjr4u_q_cjUwOzj6Ov2kJrl0bvY4u_qoLrt8uq1ycScjoXr4u_qp-S7v-7tkf_-7eTqtfzjuO3y6fv-5Oq19Penq-rz7u2PhrXkAAAAAG5FDKE%3D%24&vid=202162&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213993,SAFARI | WAGON | TD42 | GL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF3Q1JmKgMZGCgyBCxbXy87GxwCc3xxcGJNfjYwAxcLDw0OS1xwGjQwNAUTChtdQEp3fhADAwURCGJkZyEEOGAgJWF7PEksdBsUYGlkYXNDRkpxdmFuZWZwHlteLGlkYXYaCRdjMDIscBsFd2doY2MqTTcVZm9iZ3McDFkwImVmex0XawVjQT4uZy03YH9kYRFdQE8IZm9iZykwYyYyLBxyc2BpZGEkemQsf2R2dGlkYSxue2pnfmNgAghhPAAAAADyBr4Y%24&vid=213993&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,202153,SAFARI | HARDTOP | TB42S | GL | General/Asia (LHD) | Y60 | 10.1991 | 07.1995 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFPe2p9OBAwACsKDS1TQRcDIyQ6S0RJSFp1Rg4IOy8zNzU2c2RIIgwIDD0rMiNleHJPRig7Oz0pMFpcXxk8AFgYHVlDBHEUTCMwWFFcWUt7fnRJTihYUVxZSnttel9QW1hJIzYtBgYWX0kkPEheV1kGHGlILFlWXV5MJmlvFFFcWUIiLlQ_BncaXV4SDl9GW1t0a2Q8MVlWXV4WCgYQFl8lTUpfUFtbQUxAX0ZbTkRQW1tJWF8ZXkFaXzs3W1kAAAAAkywxPA%3D%3D%24&vid=202153&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201336,SAFARI | HIGH ROOF WAGON | TB42S | GL | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHI_O3ZqY6rv5DOq7Tp4JCEpKO9zMPOz93ywYmPvKi0sLKx9OPPpYuPi7qstaTi__XIwa-8vLqut93b2J67h9-fmt7Eg_aTy6S0qtjX3NyR8uW4z86u2Nfc3JDy9rbZ0N3Yz6Oz94-d2tnJorzO3tKDj4elysyt2Nfc3JTy_L_Z0N3Yw6OsjP6Tp9fc35OP3sSDj-G7qb2w2Nfc3M7ek8Db3qTMy97Sg4_UnI3ex9rNy9KDj9yIkpjfwNveue-PzAAAAABSUHG_%24&vid=201336&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201322,SAFARI | HIGH ROOF VAN | TB42S | STD | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFPe2oGLB8ZCBo1MjJnZxcDIyQ6S0RJSFp1Rg4IOy8zNzU2c2RIIgwIDD0rMiNleHJPRig7Oz0pMFpcXxk8AFgYHVlDBHEUTCMzLF9QW1sWdWI_SEkpX1BbWxd1ZSk4WVZdXk8maX4UUVxZTyI6TlsIChRLI0gqX1BbWxN1ezheV1pfRCQrC2YUIFBbWBQIWUMECGY8Ljo3X1BbW0lZFEdcWSNLTFlVBAhTGwpZQF1KQ1UECFsPFR9YR1xZPmgISwAAAABmEu25%24&vid=201322&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213724,SAFARI | WAGON | TB42S | SGL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF-SltqIjkSJRk1Ehd7cCYyEhULenV4eWtEdz85Ch4CBgQHQlV5Ez05PQwaAxJUSUN-dxkKCgwYAWttbigNMWkpLGhyNUAlfRIdaWBtaHpKT0V4fxlpYG1oe0pIQABvZmtueRUFQTkrbG9_FAp4aGQ1OTETdRppYG1of0pWQm5haml0EhhnUzlaYG1oIjhvcGg3S0YeDAdpYG1oJWY5PWxvE318b2ZoN35hOm9wa3l0Zmg3dnUlKWhxbG8NBDdmAAAAAD2V3kY%3D%24&vid=213724&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,202173,SAFARI | HARDTOP | TB42S | STD | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH1wdDogrComYWziprx_625mZ6A8f7z8uDP_LSygZWJjY-Myd7ymLaytoeRiJnfwsj1_JKBgYeTiuDm5aOGuuKip-P5vsuu9pmK4uvm4_HBxM7z9JLi6-bj8MHD2IPk7eDl8p6OyrKg5-T0n4Hz4---srqY85Hi6-bj9MHXyYnk7eDl_p6Rsdaumurh4q6y4_m-styGlICN5erh4fPjrv3m45nx9uPvvrLpobDj-ufy9u--suG1r6Xi_ebjhNKy8QAAAAB_H8lh%24&vid=202173&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201341,SAFARI | HIGH ROOF WAGON | TB42S | STD | General/Asia (LHD) | Y60 | 10.1991 | 08.1993 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH1wdDcj_K4uJOU8bLH-625mZ6A8f7z8uDP_LSygZWJjY-Myd7ymLaytoeRiJnfwsj1_JKBgYeTiuDm5aOGuuKip-P5vsuu9pmJl-Xq4eGsz9iF8vOT5erh4a3P35OC4-zn5PWc08Su6-bj9ZiA9OGysK7xmfDwl-Tt47yn04CDj-Lr5uP7wcKjlOSc7OfkqLe8qqzlloCShovj776y4bTk--Dln_fzvLys5aOntuX84fWsvKzlq7Opo-T747zXwOW7AAAAAD0ybi4%3D%24&vid=201341&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213994,SAFARI | WAGON | TD42 | GL | General/Asia (LHD) | Y60 | 10.1991 | 09.1994 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHD9-bwh6KdorvDhIfPyZuPr6i2x8jFxNb5yoKEt6O_u7m6_-jEroCEgLGnvq_p9P7DyqS3t7GlvNbQ05WwjNSUkdXPiP2YwK-g1N3Q1cf38v7FwtXa0dLEqu_qmN3Q1cKuvaPXhIaYxK-xw9Pc19ee-YOh0tvW08eouO2EltHSz6mj36TX9Yqa05mD1MvQ1aXp9Pu80tvW052E15KGmKjGx9Td0NWQztCYy9DCzt3Q1Zjaz97TytfUtrzViAAAAAAzBHse%24&vid=213994&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213713,SAFARI | WAGON | TB42S | GL | General/Asia (LHD) | Y60 | 10.1991 | 09.1994 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHa7v_kjcS6udCbl6f47oKWtrGv3tHc3c_g05udrrqmoqCj5vHdt5mdmai-p7bw7efa072urqi8pc_Jyoyplc2NiMzWkeSB2ba5zcTJzN7u6-Hc273NxMnM3-7478rFzs3ctqO4k5ODytyxqd3LwsyTifzZ2b7NxMnM2-7y5srFzs3QtrzD4p3-xMnMhpzL1MyT7-K6qKPNxMnMgcKdmcjLt9nYy8LMk9rFnsvUz93ewsyT0tGBjczVyMupoJPCAAAAAGnfY6U%3D%24&vid=213713&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,201321,SAFARI | HIGH ROOF VAN | TB42S | STD | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH8yNnNq5D7rJuWoqHY9qSwkJeJ-Pf6--nG9b27iJyAhIaFwNf7kb-7v46YgZDWy8H89ZuIiI6ag-nv7KqPs-urrurwt8Kn_5CAn-zj6OilxtGM-_qa7OPo6KTG1pqL6uXu7fyV2s2n4u_q_JGJ_ei7uaf4kPuZ7OPo6KDGwouB6uXu7fCVxbbJ7JLk6eymvOituaeejpqIg-3k6rX09uz16OuX-fjou7mnq6m-6_Tv_vO7uaejvaGt7PXo6NDVp7MAAAAAdQICeQ%3D%3D%24&vid=201321&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,213722,SAFARI | WAGON | TB42S | SGL | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGhlYSz2tHcoKXH8tSOq_ntzcrUpaqnprSbqODm1cHd2dvYnYqmzOLm4tPF3M2LlpyhqMbV1dPH3rSysffS7rb287et6p_6os3Ctr-yt6WVkJqnoMa2v7K3pJWXn9-wubSxpsrWnub0s7Cgy9Wmt7vq5u7MqsW2v7K3oJWJnbG-tbarzce4jOaFv7K3_eewr7folJnB09i2v7K3-rnm4rOwzKKjsLm36KG-5bCvtKWiubfoqar69reus7DS2-i5AAAAADRXEhE%3D%24&vid=213722&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1991,Y60,applies,202369,SAFARI | HARDTOP | TD42 | STD | General/Asia (LHD) | Y60 | 10.1991 | 09.1999 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHF8eDFtpe7pLKblobU5Z2Jqa6wwc7DwtD_zISCsaW5vb-8-e7CqIaChrehuKnv8vjFzKKxsbejutDW1ZO2itKSl9PJjvuexqm60tvW08Hx9PjDxNPc19TCrP30-NXa0dLDqbynjIyc1cOutsLU3dOMluPCptPc19TGrOnl8tXa0dLPqaPc6ILh29bTmYPUy9OM8P2lt7zS29bTnt2ChtfUqMbH1N3TjMXagdTL0MPO3dOMzc6ektPK19S2v4zdAAAAAEdglyA%3D%24&vid=202369&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
