body_style,catalog_market,catalog_scope,detail_status,engine,filter_model,grade_or_frame,market,model_code,name,options,production_from,production_to,source_url,vehicle_url,verification_note
VAN,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwE0ABEIdUQ0Y1M1ZXhvBGx4WF9BMD8yMyEOPXVzQFRITE5NCB8zWXdzd0ZQSVgeAwk0PVNAQEZSSyEnJGJHeyNjZiI4fwpvN1hWIyonIjAAAgk1NCItJiUzXRsJbyonIjVZSlQsGWVvKiciNFlLT0wYcxAqJyJociU6In0BDFRGTSMqJyJvLHN3JiUxNzYlLCJ9NCtwJTohNDQsIn08P29jIjsmJUFQfSwAAAAAPDSwRQ%3D%3D%24&vid=210947&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFVYXAeFx8OK1YsNw10fQ0ZOT4gUV5TUkBvXBQSITUpLS8saX5SOBYSFicxKDl_YmhVXDEhMzQuL0BGRQMmGkICB0NZHmsOVjk1QktGQ1FhY2hUVUNMR0RSPHpoDktGQ1Q4KzVBEhAOUjknVEVKQUEIb2AoKCZCS0ZDVGF4aSYwOEI6SkFBV0QOXUZDMCY0IC4cHAxFCxJCXUZDUggADktGQwUBEENZHgEYS0ZDDRUPBUEEEA4iKkMdAAAAAPL95r0%3D%24&vid=209284&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (LHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH2wtO_g5ryiJSImoWvwq66mp2D8v3w8ePM_7exgpaKjoyPyt3xm7WxtYSSi5rcwcv2_5KCkJeNjOPl5qCFueGhpOD6vcit9ZqV4ejl4PLC37385-7j5vadhMWxo-Tn9pyJkeDsvbG6m4P24ejl4PbC38CKguDv5Of1n9XWzpKc4J7o5eCp6bG15OeSgpaEj-Kxs62ptuD55Ofz9q2xo-Tnp6Wy5_jgrKWj5Oevsa2h4Pq9scqI578AAAAA9VDJ7g%3D%3D%24&vid=212727&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEZLTwZXUdXGRx6QH4kSEFVdXJsHRIfHgwjEFhebXllYWNgJTIedFpeWmt9ZHUzLiQZEH1tf3hiYwwKCU9qVg5OSw8VUidCGnV6DgcKDx0tLyQYGQ8ACwgecDYkQgcKDxh0Z3kNXlxCHnVrGAkGDQ1EIyxkZGoOBwoPGC00JWp8dA52Bg0NGwhCEQoPfGp4bGJQUEAJR14OEQoPHkRMQgcKD0lNXA8VUk1ZBwoPQVlDSQ1IXEJuZg9RAAAAANhkCqo%3D%24&vid=213468&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (LHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHU4PGc1LKnmbPX1JD0xoyYuL-h0N_S08Hu3ZWToLSorK6t6P_TuZeTl6awqbj-4-nU3bCgsrWvrsHHxIKnm8ODhsLYn-qP17iotcm01sCTkY_UuKzT3sXMwp2C8qK_ws3GxdS98uWPysfC1Lmh1MCTkY_QuLOpqbW0wJORj9G4rKihr7TA4p2NxI6Uw9zHwrL-4-yrxczBxIqTwIWRj9fR0MPKx8KH2ceP3MfWzcbFjZDW1Y_cx8KkqsWdAAAAAF7lt9w%3D%24&vid=201281&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
3 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFiVkcoGh8BbjwLORBfZDouDgkXZmlkZXdYayMlFgIeGhgbXkllDyElIRAGHw5IVV9iawYWBAMZGHdxcjQRLXU1MHRuKVw5YQ4eA38CZXYlJzliDgUTY2J0eCklKA8VDnV8cXRgVkpPcn12dWUOEGArKztyZwkEGB4EACsrO3JmCRsZFh4AK1o3cHM_I3JrdnZZRkkRHHR7cHM7Jys9O3JgYGdyfXZ2bGFtcmt2ZmJ9dnZkdXI0c2x3chQadnQAAAAAsVRZoQ%3D%3D%24&vid=201276&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (LHD),160,PATROL,,07.1985,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEGMiNITHl8dn5Ea3oZW15Kam1zAg0AARM8D0dBcmZ6fnx_Oi0Ba0VBRXRie2osMTsGD2JyYGd9fBMVFlB1SRFRVBAKTThdBWp6ZxtmBBJBQ10Gan4BDBceEE9QIHBtEB8UFwZvIDddGBUQBmtzBxJBQ10CamF7e2dmEkFDXQNqfnpzfWYSME9fFlxGEQ4VEGAsMT55Fx4TFlhBEldDXQUDAhEYFRBVCxVdDhUHHxQXX0IEB10OFRB2eBdPAAAAAC-amAk%3D%24&vid=201283&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (LHD),160,PATROL,,07.1985,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFpXUxzLTIbEhIsPzlnTTElBQIcbWJvbnxTYCguHQkVERMQVUJuBCouKhsNFAVDXlRpYA0dDwgSE3x6eT8aJn4-O39lIlcyagUKfnd6f21dQCJjeHF8eWkCG1ouPHt4aQMWDn9zIi4lBBxofnd6f2ldQF8VHX9we3hqAEpJUQ0DfwF3en82di4qe3gNHQkbEH0uLDI2KX9me3hsaTIuPHt4ODoteGd_Mzk8e3gwLjI-f2UiLlUXeCAAAAAA0PYkZw%3D%3D%24&vid=212730&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
3 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEjFwY0ayYlTGNJZ2EDNXtvT0hWJyglJDYZKmJkV0NfW1laHwgkTmBkYFFHXk8JFB4jKkdXRUJYWTYwM3VQbDR0cTUvaB14IE9fQj5DJDdkZngjT0RSIiM1OWhkaU5UTzQ9MDUhFwsOMzw3NCRPUSBqanozJkhFWV9FQWpqejMnSFpYV19Baht2MTJ-YjMqNzcYBwhQXTU6MTJ6Zmp8ejMhISYzPDc3LSAsMyo3JyE8NzclNDN1Mi02M1VbNzUAAAAAfFCmLg%3D%3D%24&vid=201277&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
3 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwE7Dx4tWWlHd3lwR084OWN3V1BOPzA9PC4BMnp8T1tHQ0FCBxA8Vnh8eElfRlcRDAY7Ml9PXVpAQS4oK21IdCxsaS03cAVgOFdHWiZbPC98fmA7V1xKOjtbL3x-YDpXS1YrJC8vZAEPXSojLis9UEtlfG4pKjlRWkBAXwR8bikqOFFFQUhFBHwfJSgtZ30qNS1yDgNbSUIsJSgtYCN8eCkqPjg5KiMtcjskfyo1Ljg5Iy1yMzBgbC00KSpKQXIjAAAAAFlQT44%3D%24&vid=201279&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHK_u-DtaC8u8qNlpvN5pKGpqG_zsHMzd_ww4uNvqq2srCz9uHNp4mNibiut6bg_ffKw66-rKuxsN_Z2py5hd2dmNzGgfSRyaa2q9eqyN6Nj5HKpq27y8qq3o2Pkcumuqfa1d7elfD-rNvS39rMobqUjZ_Y28igq7GxrvWNn9jbyaC0sLm09Y3u1NnclozbxNyD__KquLPd1NnckdKNidjbz8nI29Lcg8rVjtvE38DV3t7M3dqc28Tf2ryy3twAAAAAsxVjJQ%3D%3D%24&vid=201289&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGsmIm_qqvQ_rPs9q-JgPTgwMfZqKeqq7mWpe3r2MzQ1NbVkIerwe_r797I0cCGm5GspcjYys3X1rm_vPrf47v7_rqg55L3r8DMu7K_uqiYmpGtrLq1vr2rxYOR97K_uq3B0sy46-n3q8DerLyzuLjxlpnR0d-7sr-6rZiBkN_JwbvDs7i4rr33pL-6yd_N2dfl5fW88uu7pL-6q_H597K_uvz46bqg5_jmsr-69Oz2_Lj96ffb07rkAAAAAP-cIKM%3D%24&vid=209289&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG8iJmw6tjv4Ma4ydO7iOTw0NfJuLe6u6mGtf37yNzAxMbFgJe70f_7_87YwdCWi4G8tdjI2t3HxqmvrOrP86vr7qqw94Lnv9DA3aHcvqj7-ee80NvNvbyqpvf79tHL0Kuir6q-iJSRrKOoq7vQzr_19eWsudfaxsDa3vX15ay418XHyMDe9YTprq3h_ay1qKiHmJfPwqqlrq3l-fXj5ay-vrmso6iosr-zrLWovqKvquelsKGstairy8Oq9wAAAADj90Te%24&vid=201287&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFzR1ZoLiowfzYjKzEhWys_HxgGd3h1dGZJejI0BxMPCwkKT1h0HjA0MAEXDh9ZRE5zehcHFRIICWZgYyUAPGQkIWV_OE0ocB8QZG1gZXdHRU5yc2VqYWJ0GlxOKG1gZXIeDRNnNDYodB8Bc2NsZ2cuSUYODgBkbWBlckdeTwAWHmQcbGdncWIoe2BlFgASBgg6OipjLTRke2BldC4mKG1gZSMnNmV_OCc9bWBlKzMpI2ciNigEDGU7AAAAALXu1Bs%3D%24&vid=213472&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HIGH ROOF WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHJ_eyDzcOzhLmbspbE35GFpaK8zcLPztzzwIiOvam1sbOw9eLOpIqOiruttKXj_vTJwK29r6iys9za2Z-6ht6em9_FgveSyqW-q9St39OCjoKkqbnPyK7f04KOg6S-pd7X2t_L_eHk2dbd3s6lu8qAgJDZzKKwtLS63Y6MksylsbW8sqnd_4CQ2ZOJ3sHa36_j_vG22NHc2ZeO3ZiMksrMzd7X2t-axNqSwdrP0NvYkI3LyJLB2t-5t9iAAAAAAJS7ruU%3D%24&vid=199031&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HIGH ROOF WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH8yNnOqZ-m_6_6_Y7ZraSwkJeJ-Pf6--nG9b27iJyAhIaFwNf7kb-7v46YgZDWy8H89ZiImp2Hhunv7KqPs-urrurwt8Kn_5CLnuGY6ua3u7eRnIz6_e3k6rWq2oqX6uXu7fyV2s2n4u_q_JGJ_ei7uaf4kISGgIjq5re7spGDgY6Gm-qXu7mnp7vq8-7tmIvF2Mjs4-jro7zq8Le7tPj_6uXu7a2s4bu_7v7k6eyiuqPzu7_u7Y2F7LIAAAAAgSgdXg%3D%3D%24&vid=199030&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,PATROL,DX,Europe (LHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwExBRQZQEsydUxgbHIDFWl9XVpENTo3NiQLOHB2RVFNSUtIDRo2XHJ2ckNVTF0bBgwxOFVFV1BKSyQiIWdCfiZmYyc9eg9qMl1SJi8iJzUFBwwwMVEmLyInNAUQECEuJSY3XUhTeHhoITdaQjYgKSd4YhdPTUtDIS4lJW0LAEZDU10hXykneD08ITglJlNDV0YXdmQjIGh3ITglJWtieCEuJSZmZHMlYHR5Oy4lJm5wbGN4bmghR0kmfgAAAADzfWUJ%24&vid=213475&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (LHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (LHD),160,PATROL,,11.1979,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28LHD%29&ssd=%24%2AKwEheHIYIAAAAABhz1PA%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFuWktVZRQQaxYbK2FUXjYiAgUbamVoaXtUZy8pGg4SFhQXUkVpAy0pLRwKEwJEWVNuZwoaCA8VFHt9fjgdIXk5PHhiJVA1bQISD3MObHopKzVuAgkfb254dCUpJAMZAnlwfXhsWkZDfnF6eWkCHGwnJzd-awUIFBIIDCcnN35qBRcVGhIMJ1Y7fH8zL35nenpVSkUdEHh3fH83KycxN35sbGt-cXp6YG1hfmd6YnB9eDV3YnN-Z3p5GRF4JQAAAADirSLD%24&vid=201285&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (RHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFcaHlrLzZfMV5ZCSRmbAQQMDcpWFdaW0lmVR0bKDwgJCYlYHdbMR8bHy44ITB2a2FcVTgoOj0nJklPTAovE0sLDkpQF2IHXzA_S0JPSlhoamFdXEpFTk1bNXNhB0JPSl0xIjxIGxkHWzAuXUxDSEgBZmkhIS9LQk9KXWhxYC85MUszQ0hIXk0HVE9KOS89KScVFQVMAhtLVE9KWwEJB0JPSgwIGUpQFwgXQk9KBBwGDEgNGQcrPUoUAAAAAKP7VFo%3D%24&vid=213467&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (RHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEwBBUvM2dvKF1lVH4zNmh8XFtFNDs2NyUKOXF3RFBMSEpJDBs3XXN3c0JUTVwaBw0wOVREVlFLSiUjIGZDfydnYiY8ew5rM1xTJy4jJjQEGXs6ISglIDBbQgN3ZSIhMFpPVyYqe3d8XUUwJy4jJjAEGQZMRCYpIiEzWRMQCFRaJlguIyZvL3dzIiFURFBCSSR3dWtvcCY_IiE1MGt3ZSIhYWN0IT4mamZlIiFpd2tnJjx7dwxQIXkAAAAAbVvfIA%3D%3D%24&vid=212726&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (RHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGonI2r7fnorcry_cj19fDkxMPdrKOur72Soenv3MjU0NLRlIOvxevv69rM1cSCn5WooczczsnT0r27uP7b57__-r6k45bzq8TUybXIqrzv7fOoxNCvormwvuH-jt7DvrG6uajBjpnztru-qMXdqLzv7fOsxM_V1cnIvO_t863E0NTd08i8nuHxuPLov6C7vs6Cn5DXubC9uPbvvPnt86utrL-2u777pbvzoLuvsbq58eyqqfOgu77YyLnhAAAAAJRgC-M%3D%24&vid=201280&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (RHD),160,PATROL,,07.1980,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF_S1o0KDVmDzk4E39ySyczExQKe3R5eGpFdj44Cx8DBwUGQ1R4Ejw4PA0bAhNVSEJ_dhsLGR4EBWpsbykMMGgoLWlzNEEkfBMfaGFsaXtLSUJ-f2lmbW54FlBCJGFsaX4SAR9rODokeBMNfm9ga2siRUoCAgxoYWxpfktSQwwaEmgQYGtrfW4kd2xpGgweCgQ2NiZvIThod2xpeCIqJGFsaS8rOmlzNCIqbW4mOCQoaXM0OEMfbjYAAAAAC06PaQ%3D%3D%24&vid=209285&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (RHD),160,PATROL,,07.1985,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGjl4az4drZ4NDz1cGjn_vvz8jWp6ilpLaZquLk18Pf29nan4ikzuDk4NHH3s-JlJ6jqsfXxcLY2baws_XQ7LT08bWv6J34oM_AtL2wtaeXiuipsru2s6PI0ZDk9rGyo8ncxLW56OTvztaitL2wtaOXipXf17W6sbKgyoCDm8fJtcu9sLX8vOTgsbLH18PR2rfk5vj847WssbKmo_jk9rGy8vDnsq218er6s_3l__WyrbXqg4iz7QAAAACFSRS6%24&vid=212731&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,PATROL,DX,Europe (RHD),160,PATROL,,07.1985,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGglIWe4vD706HfpNKb8fjszMvVpKump7WaqeHn1MDc2NrZnIunzePn49LE3cyKl52gqcTUxsHb2rWzsPbT77f38ras6577o8zcwb3AorTn5fugzNinqrG4tun2htbLtrmysaDJhpH7vrO2oM3VobTn5fukzMfd3cHAtOfl-6XM2NzV28C0lun5sPrgt6iztsaKl5jfsbi1sP7ntPHl-6OlpLe-s7bzrbP7qLOmubKx-eSiofuos7bQwLHpAAAAAF-WfKA%3D%24&vid=201282&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HIGH ROOF WAGON,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,PATROL,DX,Europe (RHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGqno-Kz8zxrMuh3NCtmvLmxsHfrqGsrb-Qo-vt3srW0tDTloGtx-nt6djO18aAnZeqo87ezMvR0L-5uvzZ5b39-Lym4ZTxqcbdyLq1vr7zkIDcqq3LurW-vvKQl8C7sr-6rcHRle3_uLurwN6svLDh7eXH1dHR37uyvOP4jNTQ2dfMu8Ow4e267Lukv7rJ386AgvG0ubzy67ukvOP-5ai7sr-6_Pjq4_XzqbW-vfXr9_jj9fO63My95QAAAAAwWALN%24&vid=199027&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
6 SEATER HARDTOP,Europe (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,PATROL,DX,Europe (RHD),160,PATROL,,08.1983,08.1988,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Europe+%28RHD%29&ssd=%24%2AKwHkvbfd4gAAAAB035nI%24&f_model=PATROL,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHt2cjc6LDuiYmxjZL30bWhgYaY6ebr6vjX5KyqmY2RlZeU0cbqgK6qrp-JkIHH2tDt5ImZi4yWl_j-_bueovq6v_vhptO27oGRjPCN7_mqqLbtgYqc7O3796aqp4Cagfrz_vvv2cXA_fL5-uqBn-6kpLT96IaLl5GLj6SktP3phpSWmZGPpNW4__ywrP3k-fnWycaek_v0__y0qKSytP3v7-j98vn54-7i_eT57PP--7b04fD95Pn6moz7pgAAAABObBe0%24&vid=201286&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
